cnid	path	type	creator	data_len	data_ab	rsrc_len	rsrc_ab	created	modified	data_lba	data_extents	rsrc_extents
515	Clic!/leader/CATALOGO/REQUISIT/400054.TXT	TEXT	MSWD	172	1936	0	-1	1997-02-11 17:00:06	1996-03-20 11:51:04	9823.0000	1936+1	
398	Clic!/leader/CATALOGO/REQUISIT/400062.TXT	TEXT	MSWD	185	1819	0	-1	1997-02-11 17:00:06	1996-03-20 11:16:42	9238.0000	1819+1	
514	Clic!/leader/CATALOGO/REQUISIT/400066.TXT	TEXT	MSWD	160	1935	0	-1	1997-02-11 17:00:06	1996-03-20 11:48:34	9818.0000	1935+1	
457	Clic!/leader/CATALOGO/REQUISIT/400067.TXT	TEXT	MSWD	150	1878	0	-1	1997-02-11 17:00:06	1996-03-20 11:18:14	9533.0000	1878+1	
394	Clic!/leader/CATALOGO/REQUISIT/400068.TXT	TEXT	MSWD	223	1815	0	-1	1997-02-11 17:00:06	1996-03-20 11:42:06	9218.0000	1815+1	
397	Clic!/leader/CATALOGO/REQUISIT/400083.TXT	TEXT	MSWD	189	1818	0	-1	1997-02-11 17:00:06	1996-03-19 18:53:02	9233.0000	1818+1	
395	Clic!/leader/CATALOGO/REQUISIT/400095.TXT	TEXT	MSWD	32	1816	0	-1	1997-02-11 17:00:06	1996-02-20 11:12:04	9223.0000	1816+1	
513	Clic!/leader/CATALOGO/REQUISIT/400096.TXT	TEXT	MSWD	174	1934	0	-1	1997-02-11 17:00:06	1996-02-20 11:07:38	9813.0000	1934+1	
456	Clic!/leader/CATALOGO/REQUISIT/400097.TXT	TEXT	MSWD	77	1877	0	-1	1997-02-11 17:00:06	1996-02-20 11:02:30	9528.0000	1877+1	
390	Clic!/leader/CATALOGO/REQUISIT/400109.TXT	TEXT	MSWD	175	1811	0	-1	1997-02-11 17:00:06	1996-04-20 12:15:52	9198.0000	1811+1	
454	Clic!/leader/CATALOGO/REQUISIT/400111.TXT	TEXT	MSWD	353	1875	0	-1	1997-02-11 17:00:06	1996-02-20 10:55:56	9518.0000	1875+1	
510	Clic!/leader/CATALOGO/REQUISIT/400113.TXT	TEXT	MSWD	65	1931	0	-1	1997-02-11 17:00:06	1996-02-20 11:04:52	9798.0000	1931+1	
453	Clic!/leader/CATALOGO/REQUISIT/400114.TXT	TEXT	MSWD	183	1874	0	-1	1997-02-11 17:00:07	1996-02-20 11:05:16	9513.0000	1874+1	
392	Clic!/leader/CATALOGO/REQUISIT/400115.TXT	TEXT	MSWD	162	1813	0	-1	1997-02-11 17:00:07	1996-04-20 12:08:10	9208.0000	1813+1	
452	Clic!/leader/CATALOGO/REQUISIT/400117.TXT	TEXT	MSWD	80	1873	0	-1	1997-02-11 17:00:07	1996-02-20 11:08:38	9508.0000	1873+1	
391	Clic!/leader/CATALOGO/REQUISIT/400118.TXT	TEXT	MSWD	165	1812	0	-1	1997-02-11 17:00:07	1996-02-20 12:11:26	9203.0000	1812+1	
455	Clic!/leader/CATALOGO/REQUISIT/400120.TXT	TEXT	MSWD	179	1876	0	-1	1997-02-11 17:00:07	1996-02-20 11:17:12	9523.0000	1876+1	
393	Clic!/leader/CATALOGO/REQUISIT/400121.TXT	TEXT	MSWD	131	1814	0	-1	1997-02-11 17:00:07	1996-11-20 15:00:20	9213.0000	1814+1	
511	Clic!/leader/CATALOGO/REQUISIT/400122.TXT	TEXT	MSWD	148	1932	0	-1	1997-02-11 17:00:07	1996-02-20 12:20:40	9803.0000	1932+1	
451	Clic!/leader/CATALOGO/REQUISIT/400147.TXT	TEXT	MSWD	47	1872	0	-1	1997-02-11 17:00:07	1996-03-18 19:02:36	9503.0000	1872+1	
522	Clic!/leader/CATALOGO/SYSTEM/CTL3D.DLL	DEXE	LMAN	20976	1980	0	-1	1997-02-11 17:00:09	1993-08-17 20:36:08	10043.0000	1980+3	
529	Clic!/leader/CATALOGO/SYSTEM/CTL3DV2.DLL	DEXE	LMAN	25808	2039	0	-1	1997-02-11 17:00:09	1995-01-24 15:54:52	10338.0000	2039+3	
524	Clic!/leader/CATALOGO/SYSTEM/ODBC.DLL	DEXE	LMAN	56368	1995	0	-1	1997-02-11 17:00:09	1994-03-10 00:00:00	10118.0000	1995+6	
526	Clic!/leader/CATALOGO/SYSTEM/ODBCINST.DLL	DEXE	LMAN	87696	2003	0	-1	1997-02-11 17:00:10	1994-03-10 00:00:00	10158.0000	2003+9	
525	Clic!/leader/CATALOGO/SYSTEM/ODBCINST.HLP	TEXT	LMAN	18434	2001	0	-1	1997-02-11 17:00:10	1994-03-10 00:00:00	10148.0000	2001+2	
533	Clic!/leader/CATALOGO/SYSTEM/QEASYMTX.LIC	TEXT	LMAN	440	2079	0	-1	1997-02-11 17:00:10	1994-04-11 13:19:40	10538.0000	2079+1	
523	Clic!/leader/CATALOGO/SYSTEM/TBBAS04.DLL	DEXE	LMAN	120544	1983	0	-1	1997-02-11 17:00:10	1994-06-01 00:08:00	10058.0000	1983+12	
531	Clic!/leader/CATALOGO/SYSTEM/TBDBF04.DLL	DEXE	LMAN	179136	2043	0	-1	1997-02-11 17:00:10	1994-06-01 00:08:02	10358.0000	2043+18	
532	Clic!/leader/CATALOGO/SYSTEM/TBDC.DLL	DEXE	LMAN	176032	2061	0	-1	1997-02-11 17:00:10	1994-10-21 01:00:00	10448.0000	2061+18	
535	Clic!/leader/CATALOGO/SYSTEM/TBFLT04.DLL	DEXE	LMAN	170224	2089	0	-1	1997-02-11 17:00:11	1994-06-01 00:08:00	10588.0000	2089+17	
527	Clic!/leader/CATALOGO/SYSTEM/TBGUI03.DLL	DEXE	LMAN	14512	2012	0	-1	1997-02-11 17:00:11	1994-01-25 10:12:32	10203.0000	2012+2	
537	Clic!/leader/CATALOGO/SYSTEM/TBLIB.DLL	DEXE	LMAN	145696	2107	0	-1	1997-02-11 17:00:11	1994-05-17 14:13:38	10678.0000	2107+15	
530	Clic!/leader/CATALOGO/SYSTEM/TBMDS03.DLL	DEXE	LMAN	5488	2042	0	-1	1997-02-11 17:00:11	1994-02-18 16:17:06	10353.0000	2042+1	
536	Clic!/leader/CATALOGO/SYSTEM/TBMDS04.DLL	DEXE	LMAN	5872	2106	0	-1	1997-02-11 17:00:11	1994-05-24 17:18:40	10673.0000	2106+1	
528	Clic!/leader/CATALOGO/SYSTEM/TBQRY03.DLL	DEXE	LMAN	246368	2014	0	-1	1997-02-11 17:00:12	1994-03-16 12:04:26	10213.0000	2014+25	
521	Clic!/leader/CATALOGO/SYSTEM/TBSQL03.DLL	DEXE	LMAN	293712	1951	0	-1	1997-02-11 17:00:12	1994-06-01 13:46:24	9898.0000	1951+29	
534	Clic!/leader/CATALOGO/SYSTEM/TBUTL03.DLL	DEXE	LMAN	90688	2080	0	-1	1997-02-11 17:00:12	1994-03-15 19:21:50	10543.0000	2080+9	
520	Clic!/leader/CATALOGO/SYSTEM/TBUTL04.DLL	DEXE	LMAN	107648	1940	0	-1	1997-02-11 17:00:12	1994-06-01 18:03:10	9843.0000	1940+11	
539	Clic!/leader/CATALOGO/TRYOUT/3DBODY.MOV	TEXT	LMAN	18071236	2122	0	-1	1997-02-11 17:00:14	1996-09-30 09:02:17	10753.0000	2122+1765	
553	Clic!/leader/CATALOGO/TRYOUT/AVIATION.MOV	TEXT	LMAN	5949691	18221	0	-1	1997-02-11 17:00:44	1996-05-03 02:18:57	91248.0000	18221+582	
564	Clic!/leader/CATALOGO/TRYOUT/BABAYAGA.MOV	TEXT	LMAN	7025367	29516	0	-1	1997-02-11 17:00:54	1996-05-14 09:39:32	147723.0000	29516+687	
541	Clic!/leader/CATALOGO/TRYOUT/BOES.MOV	TEXT	LMAN	11458547	5054	0	-1	1997-02-11 17:01:06	1996-10-01 09:13:57	25413.0000	5054+1119	
558	Clic!/leader/CATALOGO/TRYOUT/CASPER.MOV	TEXT	LMAN	18951254	24032	0	-1	1997-02-11 17:01:26	1996-09-29 21:10:09	120303.0000	24032+1851	
549	Clic!/leader/CATALOGO/TRYOUT/CEZANNE.MOV	TEXT	LMAN	4857814	13660	0	-1	1997-02-11 17:01:57	1996-05-03 13:57:37	68443.0000	13660+475	
548	Clic!/leader/CATALOGO/TRYOUT/DESCENT.MOV	TEXT	LMAN	6012328	13072	0	-1	1997-02-11 17:02:05	1996-02-17 23:56:12	65503.0000	13072+588	
557	Clic!/leader/CATALOGO/TRYOUT/EF2000.AVI	TEXT	LMAN	20783962	22002	0	-1	1997-02-11 17:02:15	1995-08-16 17:46:40	110153.0000	22002+2030	
551	Clic!/leader/CATALOGO/TRYOUT/EVOC.MOV	TEXT	LMAN	8175415	15178	0	-1	1997-02-11 17:02:49	1995-10-11 10:42:17	76033.0000	15178+799	
561	Clic!/leader/CATALOGO/TRYOUT/FREDDA.MOV	TEXT	LMAN	12975649	27374	0	-1	1997-02-11 17:03:03	1995-10-11 11:35:23	137013.0000	27374+1268	
546	Clic!/leader/CATALOGO/TRYOUT/GK2A.AVI	TEXT	LMAN	13720508	10266	0	-1	1997-02-11 17:03:25	1995-07-18 14:46:24	51473.0000	10266+1340	
554	Clic!/leader/CATALOGO/TRYOUT/GPRIX2.MOV	TEXT	LMAN	12569402	18803	0	-1	1997-02-11 17:03:48	1996-09-22 11:02:23	94158.0000	18803+1228	
559	Clic!/leader/CATALOGO/TRYOUT/GULL.MOV	TEXT	LMAN	10573725	25883	0	-1	1997-02-11 17:04:09	1995-10-11 11:40:40	129558.0000	25883+1033	
560	Clic!/leader/CATALOGO/TRYOUT/JUVE.MOV	TEXT	LMAN	4685641	26916	0	-1	1997-02-11 17:04:27	1995-11-16 00:02:50	134723.0000	26916+458	
542	Clic!/leader/CATALOGO/TRYOUT/LOUVRE.MOV	TEXT	LMAN	6018530	6173	0	-1	1997-02-11 17:04:35	1996-05-03 13:59:07	31008.0000	6173+588	
550	Clic!/leader/CATALOGO/TRYOUT/LULU.MOV	TEXT	LMAN	10680025	14135	0	-1	1997-02-11 17:04:45	1995-10-11 15:11:21	70818.0000	14135+1043	
545	Clic!/leader/CATALOGO/TRYOUT/MDA.MOV	TEXT	LMAN	15702353	8732	0	-1	1997-02-11 17:05:03	1995-10-11 15:28:04	43803.0000	8732+1534	
562	Clic!/leader/CATALOGO/TRYOUT/MILAN.MOV	TEXT	LMAN	5113381	28642	0	-1	1997-02-11 17:05:29	1994-12-24 11:13:30	143353.0000	28642+500	
544	Clic!/leader/CATALOGO/TRYOUT/MK3.MOV	TEXT	LMAN	7026602	8045	0	-1	1997-02-11 17:05:37	1996-02-17 23:57:56	40368.0000	8045+687	
540	Clic!/leader/CATALOGO/TRYOUT/OSCAR.MOV	TEXT	LMAN	11943109	3887	0	-1	1997-02-11 17:05:49	1995-10-14 09:19:27	19578.0000	3887+1167	
543	Clic!/leader/CATALOGO/TRYOUT/PAWS.MOV	TEXT	LMAN	13147311	6761	0	-1	1997-02-11 17:06:09	1995-10-01 12:09:10	33948.0000	6761+1284	
555	Clic!/leader/CATALOGO/TRYOUT/PHANTA.MOV	TEXT	LMAN	7015673	20031	0	-1	1997-02-11 17:06:31	1996-02-18 00:00:22	100298.0000	20031+686	
563	Clic!/leader/CATALOGO/TRYOUT/PINBALL.MOV	TEXT	LMAN	3819747	29142	0	-1	1997-02-11 17:06:43	1996-04-19 17:52:02	145853.0000	29142+374	
552	Clic!/leader/CATALOGO/TRYOUT/PRIMA.MOV	TEXT	LMAN	22974970	15977	0	-1	1997-02-11 17:06:50	1996-09-29 20:32:43	80028.0000	15977+2244	
556	Clic!/leader/CATALOGO/TRYOUT/SIM.MOV	TEXT	LMAN	13153042	20717	0	-1	1997-02-11 17:07:28	1996-09-30 10:04:31	103728.0000	20717+1285	
547	Clic!/leader/CATALOGO/TRYOUT/TOPGUN.AVI	TEXT	LMAN	15002312	11606	0	-1	1997-02-11 17:07:50	1995-12-07 17:54:24	58173.0000	11606+1466	
713	Clic!/leader/CATALOGO/IMAGES/1003.TIF	TIFF	ALD4	19036	30631	0	-1	1997-02-11 16:58:17	1996-11-04 18:31:26	153298.0000	30631+2	
765	Clic!/leader/CATALOGO/IMAGES/100315.TIF	TIFF	ALD4	22344	30804	0	-1	1997-02-11 16:58:17	1996-03-21 11:17:14	154163.0000	30804+3	
627	Clic!/leader/CATALOGO/IMAGES/100344.TIF	TIFF	ALD4	35082	30393	0	-1	1997-02-11 16:58:17	1996-03-21 11:11:42	152108.0000	30393+4	
625	Clic!/leader/CATALOGO/IMAGES/100377.TIF	TIFF	ALD4	23224	30388	0	-1	1997-02-11 16:58:17	1995-11-21 16:08:28	152083.0000	30388+3	
630	Clic!/leader/CATALOGO/IMAGES/100380.TIF	TIFF	ALD4	20188	30403	0	-1	1997-02-11 16:58:17	1996-03-21 11:12:02	152158.0000	30403+2	
628	Clic!/leader/CATALOGO/IMAGES/100383.TIF	TIFF	ALD4	24462	30397	0	-1	1997-02-11 16:58:17	1995-11-21 15:31:34	152128.0000	30397+3	
623	Clic!/leader/CATALOGO/IMAGES/100389.TIF	TIFF	ALD4	25126	30382	0	-1	1997-02-11 16:58:17	1996-03-26 16:08:50	152053.0000	30382+3	
629	Clic!/leader/CATALOGO/IMAGES/100392.TIF	TIFF	ALD4	29192	30400	0	-1	1997-02-11 16:58:17	1996-03-21 11:20:36	152143.0000	30400+3	
766	Clic!/leader/CATALOGO/IMAGES/100393.TIF	TIFF	ALD4	22364	30807	0	-1	1997-02-11 16:58:17	1995-11-21 15:47:32	154178.0000	30807+3	
699	Clic!/leader/CATALOGO/IMAGES/100394.TIF	TIFF	ALD4	21902	30592	0	-1	1997-02-11 16:58:17	1995-11-21 15:54:02	153103.0000	30592+3	
626	Clic!/leader/CATALOGO/IMAGES/100395.TIF	TIFF	ALD4	18802	30391	0	-1	1997-02-11 16:58:17	1995-11-21 15:58:54	152098.0000	30391+2	
616	Clic!/leader/CATALOGO/IMAGES/100418.TIF	TIFF	ALD4	23452	30362	0	-1	1997-02-11 16:58:17	1996-03-27 12:59:04	151953.0000	30362+3	
624	Clic!/leader/CATALOGO/IMAGES/100421.TIF	TIFF	ALD4	20642	30385	0	-1	1997-02-11 16:58:17	1995-11-17 19:57:48	152068.0000	30385+3	
621	Clic!/leader/CATALOGO/IMAGES/100433.TIF	TIFF	ALD4	19338	30377	0	-1	1997-02-11 16:58:17	1995-11-17 20:45:36	152028.0000	30377+2	
762	Clic!/leader/CATALOGO/IMAGES/100434.TIF	TIFF	ALD4	28158	30795	0	-1	1997-02-11 16:58:18	1996-03-26 15:12:24	154118.0000	30795+3	
763	Clic!/leader/CATALOGO/IMAGES/100443.TIF	TIFF	ALD4	22712	30798	0	-1	1997-02-11 16:58:18	1996-03-21 11:20:02	154133.0000	30798+3	
697	Clic!/leader/CATALOGO/IMAGES/100444.TIF	TIFF	ALD4	25128	30586	0	-1	1997-02-11 16:58:18	1996-03-21 11:09:24	153073.0000	30586+3	
618	Clic!/leader/CATALOGO/IMAGES/100445.TIF	TIFF	ALD4	23738	30368	0	-1	1997-02-11 16:58:18	1996-03-21 11:15:06	151983.0000	30368+3	
620	Clic!/leader/CATALOGO/IMAGES/100463.TIF	TIFF	ALD4	22574	30374	0	-1	1997-02-11 16:58:18	1996-03-21 18:00:56	152013.0000	30374+3	
761	Clic!/leader/CATALOGO/IMAGES/100464.TIF	TIFF	ALD4	23244	30792	0	-1	1997-02-11 16:58:18	1996-03-21 19:55:50	154103.0000	30792+3	
695	Clic!/leader/CATALOGO/IMAGES/100465.TIF	TIFF	ALD4	23256	30580	0	-1	1997-02-11 16:58:18	1996-08-01 10:04:14	153043.0000	30580+3	
617	Clic!/leader/CATALOGO/IMAGES/100466.TIF	TIFF	ALD4	26370	30365	0	-1	1997-02-11 16:58:18	1996-03-21 17:35:38	151968.0000	30365+3	
759	Clic!/leader/CATALOGO/IMAGES/100467.TIF	TIFF	ALD4	31680	30785	0	-1	1997-02-11 16:58:18	1996-03-25 17:55:36	154068.0000	30785+4	
693	Clic!/leader/CATALOGO/IMAGES/100468.TIF	TIFF	ALD4	31414	30573	0	-1	1997-02-11 16:58:18	1996-03-25 17:57:42	153008.0000	30573+4	
612	Clic!/leader/CATALOGO/IMAGES/100469.TIF	TIFF	ALD4	28460	30351	0	-1	1997-02-11 16:58:18	1996-03-22 11:33:28	151898.0000	30351+3	
764	Clic!/leader/CATALOGO/IMAGES/100470.TIF	TIFF	ALD4	27986	30801	0	-1	1997-02-11 16:58:18	1996-03-27 12:58:56	154148.0000	30801+3	
698	Clic!/leader/CATALOGO/IMAGES/100471.TIF	TIFF	ALD4	27986	30589	0	-1	1997-02-11 16:58:18	1996-03-27 12:59:14	153088.0000	30589+3	
622	Clic!/leader/CATALOGO/IMAGES/100472.TIF	TIFF	ALD4	27626	30379	0	-1	1997-02-11 16:58:18	1996-03-20 18:04:58	152038.0000	30379+3	
696	Clic!/leader/CATALOGO/IMAGES/100474.TIF	TIFF	ALD4	28434	30583	0	-1	1997-02-11 16:58:18	1996-03-27 12:59:24	153058.0000	30583+3	
619	Clic!/leader/CATALOGO/IMAGES/100493.TIF	TIFF	ALD4	27594	30371	0	-1	1997-02-11 16:58:18	1996-11-04 20:52:34	151998.0000	30371+3	
760	Clic!/leader/CATALOGO/IMAGES/100494.TIF	TIFF	ALD4	25072	30789	0	-1	1997-02-11 16:58:18	1994-10-03 16:10:04	154088.0000	30789+3	
773	Clic!/leader/CATALOGO/IMAGES/1005.TIF	TIFF	ALD4	26660	30827	0	-1	1997-02-11 16:58:18	1996-11-04 18:30:16	154278.0000	30827+3	
688	Clic!/leader/CATALOGO/IMAGES/100506.TIF	TIFF	ALD4	27574	30559	0	-1	1997-02-11 16:58:18	1996-03-20 18:15:42	152938.0000	30559+3	
758	Clic!/leader/CATALOGO/IMAGES/100511.TIF	TIFF	ALD4	21978	30782	0	-1	1997-02-11 16:58:18	1996-08-01 10:07:48	154053.0000	30782+3	
691	Clic!/leader/CATALOGO/IMAGES/100512.TIF	TIFF	ALD4	19206	30568	0	-1	1997-02-11 16:58:18	1996-03-20 18:05:46	152983.0000	30568+2	
609	Clic!/leader/CATALOGO/IMAGES/100513.TIF	TIFF	ALD4	11536	30344	0	-1	1997-02-11 16:58:18	1996-03-20 18:13:34	151863.0000	30344+2	
755	Clic!/leader/CATALOGO/IMAGES/100514.TIF	TIFF	ALD4	29230	30773	0	-1	1997-02-11 16:58:18	1996-03-21 11:06:10	154008.0000	30773+3	
750	Clic!/leader/CATALOGO/IMAGES/100517.TIF	TIFF	ALD4	20496	30761	0	-1	1997-02-11 16:58:18	1994-03-25 16:26:20	153948.0000	30761+3	
607	Clic!/leader/CATALOGO/IMAGES/100525.TIF	TIFF	ALD4	24352	30339	0	-1	1997-02-11 16:58:19	1996-08-01 18:33:00	151838.0000	30339+3	
746	Clic!/leader/CATALOGO/IMAGES/100529.TIF	TIFF	ALD4	23778	30751	0	-1	1997-02-11 16:58:19	1996-07-31 17:46:52	153898.0000	30751+3	
694	Clic!/leader/CATALOGO/IMAGES/100530.TIF	TIFF	ALD4	20902	30577	0	-1	1997-02-11 16:58:19	1996-03-26 16:10:32	153028.0000	30577+3	
614	Clic!/leader/CATALOGO/IMAGES/100531.TIF	TIFF	ALD4	13044	30357	0	-1	1997-02-11 16:58:19	1996-08-01 09:53:06	151928.0000	30357+2	
757	Clic!/leader/CATALOGO/IMAGES/100532.TIF	TIFF	ALD4	27674	30779	0	-1	1997-02-11 16:58:19	1996-08-01 09:52:32	154038.0000	30779+3	
690	Clic!/leader/CATALOGO/IMAGES/100533.TIF	TIFF	ALD4	25876	30565	0	-1	1997-02-11 16:58:19	1996-08-01 09:47:00	152968.0000	30565+3	
608	Clic!/leader/CATALOGO/IMAGES/100534.TIF	TIFF	ALD4	14574	30342	0	-1	1997-02-11 16:58:19	1994-08-02 14:34:50	151853.0000	30342+2	
687	Clic!/leader/CATALOGO/IMAGES/100536.TIF	TIFF	ALD4	26590	30556	0	-1	1997-02-11 16:58:19	1995-11-17 20:24:08	152923.0000	30556+3	
605	Clic!/leader/CATALOGO/IMAGES/100537.TIF	TIFF	ALD4	20428	30335	0	-1	1997-02-11 16:58:19	1994-03-25 16:30:10	151818.0000	30335+2	
747	Clic!/leader/CATALOGO/IMAGES/100538.TIF	TIFF	ALD4	19186	30754	0	-1	1997-02-11 16:58:19	1996-08-01 09:43:22	153913.0000	30754+2	
615	Clic!/leader/CATALOGO/IMAGES/100540.TIF	TIFF	ALD4	28268	30359	0	-1	1997-02-11 16:58:19	1996-03-26 15:07:10	151938.0000	30359+3	
689	Clic!/leader/CATALOGO/IMAGES/100554.TIF	TIFF	ALD4	20486	30562	0	-1	1997-02-11 16:58:19	1996-09-11 19:30:06	152953.0000	30562+3	
752	Clic!/leader/CATALOGO/IMAGES/100556.TIF	TIFF	ALD4	20432	30766	0	-1	1997-02-11 16:58:19	1996-08-01 19:07:14	153973.0000	30766+2	
684	Clic!/leader/CATALOGO/IMAGES/100557.TIF	TIFF	ALD4	20906	30547	0	-1	1997-02-11 16:58:19	1994-08-02 13:31:06	152878.0000	30547+3	
600	Clic!/leader/CATALOGO/IMAGES/100558.TIF	TIFF	ALD4	18732	30324	0	-1	1997-02-11 16:58:19	1994-08-02 13:21:16	151763.0000	30324+2	
613	Clic!/leader/CATALOGO/IMAGES/100561.TIF	TIFF	ALD4	21934	30354	0	-1	1997-02-11 16:58:19	1996-08-01 09:55:38	151913.0000	30354+3	
756	Clic!/leader/CATALOGO/IMAGES/100562.TIF	TIFF	ALD4	24546	30776	0	-1	1997-02-11 16:58:19	1996-08-01 19:18:08	154023.0000	30776+3	
754	Clic!/leader/CATALOGO/IMAGES/100565.TIF	TIFF	ALD4	17386	30771	0	-1	1997-02-11 16:58:19	1996-09-11 19:39:14	153998.0000	30771+2	
686	Clic!/leader/CATALOGO/IMAGES/100566.TIF	TIFF	ALD4	24226	30553	0	-1	1997-02-11 16:58:19	1996-08-01 10:10:02	152908.0000	30553+3	
604	Clic!/leader/CATALOGO/IMAGES/100567.TIF	TIFF	ALD4	30674	30332	0	-1	1997-02-11 16:58:19	1994-11-05 15:57:24	151803.0000	30332+3	
692	Clic!/leader/CATALOGO/IMAGES/100581.TIF	TIFF	ALD4	20902	30570	0	-1	1997-02-11 16:58:19	1996-03-26 16:10:32	152993.0000	30570+3	
610	Clic!/leader/CATALOGO/IMAGES/100582.TIF	TIFF	ALD4	28268	30346	0	-1	1997-02-11 16:58:19	1996-03-26 15:07:10	151873.0000	30346+3	
606	Clic!/leader/CATALOGO/IMAGES/100585.TIF	TIFF	ALD4	15060	30337	0	-1	1997-02-11 16:58:19	1996-08-01 10:04:52	151828.0000	30337+2	
751	Clic!/leader/CATALOGO/IMAGES/100586.TIF	TIFF	ALD4	19306	30764	0	-1	1997-02-11 16:58:19	1996-08-01 09:50:32	153963.0000	30764+2	
599	Clic!/leader/CATALOGO/IMAGES/100588.TIF	TIFF	ALD4	20472	30322	0	-1	1997-02-11 16:58:19	1996-08-01 09:49:52	151753.0000	30322+2	
744	Clic!/leader/CATALOGO/IMAGES/100589.TIF	TIFF	ALD4	21090	30745	0	-1	1997-02-11 16:58:20	1996-08-01 10:02:24	153868.0000	30745+3	
611	Clic!/leader/CATALOGO/IMAGES/100591.TIF	TIFF	ALD4	10526	30349	0	-1	1997-02-11 16:58:20	1996-08-01 10:05:26	151888.0000	30349+2	
753	Clic!/leader/CATALOGO/IMAGES/100595.TIF	TIFF	ALD4	22084	30768	0	-1	1997-02-11 16:58:20	1996-08-01 09:58:40	153983.0000	30768+3	
685	Clic!/leader/CATALOGO/IMAGES/100596.TIF	TIFF	ALD4	24844	30550	0	-1	1997-02-11 16:58:20	1996-08-01 09:59:10	152893.0000	30550+3	
603	Clic!/leader/CATALOGO/IMAGES/100597.TIF	TIFF	ALD4	17136	30330	0	-1	1997-02-11 16:58:20	1996-08-01 09:56:56	151793.0000	30330+2	
749	Clic!/leader/CATALOGO/IMAGES/100600.TIF	TIFF	ALD4	25196	30758	0	-1	1997-02-11 16:58:20	1996-08-01 10:01:28	153933.0000	30758+3	
682	Clic!/leader/CATALOGO/IMAGES/100601.TIF	TIFF	ALD4	27166	30541	0	-1	1997-02-11 16:58:20	1996-08-01 18:55:26	152848.0000	30541+3	
597	Clic!/leader/CATALOGO/IMAGES/100602.TIF	TIFF	ALD4	26186	30316	0	-1	1997-02-11 16:58:20	1996-07-23 19:23:56	151723.0000	30316+3	
742	Clic!/leader/CATALOGO/IMAGES/100603.TIF	TIFF	ALD4	23838	30739	0	-1	1997-02-11 16:58:20	1996-08-01 10:11:12	153838.0000	30739+3	
677	Clic!/leader/CATALOGO/IMAGES/100604.TIF	TIFF	ALD4	25496	30527	0	-1	1997-02-11 16:58:20	1996-11-04 20:46:28	152778.0000	30527+3	
593	Clic!/leader/CATALOGO/IMAGES/100605.TIF	TIFF	ALD4	26760	30304	0	-1	1997-02-11 16:58:20	1996-08-01 18:26:48	151663.0000	30304+3	
737	Clic!/leader/CATALOGO/IMAGES/100606.TIF	TIFF	ALD4	22482	30724	0	-1	1997-02-11 16:58:20	1996-08-01 19:02:48	153763.0000	30724+3	
678	Clic!/leader/CATALOGO/IMAGES/100613.TIF	TIFF	ALD4	23266	30530	0	-1	1997-02-11 16:58:20	1996-08-01 09:43:54	152793.0000	30530+3	
594	Clic!/leader/CATALOGO/IMAGES/100614.TIF	TIFF	ALD4	23398	30307	0	-1	1997-02-11 16:58:20	1996-08-01 10:03:26	151678.0000	30307+3	
739	Clic!/leader/CATALOGO/IMAGES/100615.TIF	TIFF	ALD4	20792	30730	0	-1	1997-02-11 16:58:20	1996-11-04 18:55:38	153793.0000	30730+3	
674	Clic!/leader/CATALOGO/IMAGES/100616.TIF	TIFF	ALD4	25502	30519	0	-1	1997-02-11 16:58:20	1996-11-04 18:49:08	152738.0000	30519+3	
591	Clic!/leader/CATALOGO/IMAGES/100617.TIF	TIFF	ALD4	23672	30298	0	-1	1997-02-11 16:58:20	1996-08-01 09:51:58	151633.0000	30298+3	
733	Clic!/leader/CATALOGO/IMAGES/100618.TIF	TIFF	ALD4	26444	30712	0	-1	1997-02-11 16:58:21	1996-08-01 19:12:30	153703.0000	30712+3	
668	Clic!/leader/CATALOGO/IMAGES/100619.TIF	TIFF	ALD4	20254	30503	0	-1	1997-02-11 16:58:22	1996-08-01 09:42:50	152658.0000	30503+2	
602	Clic!/leader/CATALOGO/IMAGES/100620.TIF	TIFF	ALD4	18784	30328	0	-1	1997-02-11 16:58:22	1996-08-01 09:51:32	151783.0000	30328+2	
735	Clic!/leader/CATALOGO/IMAGES/100627.TIF	TIFF	ALD4	27652	30718	0	-1	1997-02-11 16:58:22	1996-08-01 10:06:52	153733.0000	30718+3	
671	Clic!/leader/CATALOGO/IMAGES/100628.TIF	TIFF	ALD4	23156	30511	0	-1	1997-02-11 16:58:22	1996-08-01 10:06:24	152698.0000	30511+3	
587	Clic!/leader/CATALOGO/IMAGES/100629.TIF	TIFF	ALD4	8728	30289	0	-1	1997-02-11 16:58:22	1996-08-01 09:46:22	151588.0000	30289+1	
748	Clic!/leader/CATALOGO/IMAGES/100630.TIF	TIFF	ALD4	19978	30756	0	-1	1997-02-11 16:58:22	1994-08-02 13:04:46	153923.0000	30756+2	
681	Clic!/leader/CATALOGO/IMAGES/100631.TIF	TIFF	ALD4	10316	30539	0	-1	1997-02-11 16:58:22	1996-07-31 18:15:04	152838.0000	30539+2	
596	Clic!/leader/CATALOGO/IMAGES/100632.TIF	TIFF	ALD4	23662	30313	0	-1	1997-02-11 16:58:22	1994-10-03 15:56:00	151708.0000	30313+3	
741	Clic!/leader/CATALOGO/IMAGES/100633.TIF	TIFF	ALD4	23632	30736	0	-1	1997-02-11 16:58:22	1994-10-03 15:45:20	153823.0000	30736+3	
